2001,681.6348,3990.0334,588.9785,18.4288,9.7192,2.1464,0.0485,4.76850075615524,2.557645376466434,0.45954153,0.0040,0.07680390,0.00475076,0.01422506,0.08699507,0.0278,0.23546810,0.1193,0.06750689677542716,0.02499974465484843
2002,545.9246,2730.7635,387.6368,23.7250,10.2541,1.7659,0.0877,5.482902714846447,2.124110089813332,0.11382036,0.0044,0.07773756,0.01346918,0.01473675,0.08731743,0.0231,0.17947378,0.0059,0.07792303953912404,0.015705924895936894
2003,501.4760,2465.0873,342.9473,20.0377,10.1023,1.8727,0.1011,5.607189887216287,2.204458976474084,0.03273252,0.0031,0.09190552,0.03219301,0.01317943,0.09912919,0.0201,0.19224805,0.0077,0.07467071668411282,0.015473996577999655
2004,580.7527,1643.9698,230.2448,22.6803,10.3778,2.2022,0.1394,5.91062607370462,2.340667154364445,0.07472748,0.0026,0.09393459,0.03761414,0.01181800,0.10808735,0.0213,0.19552528,0.0068,0.0730529552198897,0.013213864541880357
2005,684.4664,1164.6915,162.2860,27.5828,10.2712,2.4003,0.1748,6.323438336183448,3.018257496467171,0.11191063,0.0038,0.09232362,0.03746174,0.01082719,0.10989068,0.0201,0.19088048,0.0107,0.06691969482902642,0.012031339716358436
2006,580.5969,811.7883,111.8035,31.7182,10.2660,2.1143,0.1563,9.9117173052565,5.200499849712208,0.11605066,0.0035,0.10858426,0.02969065,0.00800576,0.12601515,0.0155,0.17681949,0.0106,0.05383803026447989,0.0118786164620931
2007,467.3312,538.3439,72.6261,38.9984,10.0173,1.6837,0.1215,14.370410929621084,9.251320687353129,0.10737089,0.0019,0.11409716,0.02108535,0.00521107,0.13985261,0.0120,0.16335123,0.0117,0.03473522680912377,0.008603033710408709
2008,506.2067,542.8825,72.5605,43.6200,9.9300,2.1111,0.1370,15.056906893568316,10.105667776386493,0.10612422,0.0024,0.11856444,0.01854789,0.00450772,0.14153273,0.0117,0.15896323,0.0123,0.03228783964973516,0.007478102517989268
2009,484.0650,504.6238,66.8904,44.8098,9.7553,2.0717,0.1401,13.838860782104106,9.350866261165043,0.11169205,0.0022,0.11496422,0.02002521,0.00471565,0.13560938,0.0116,0.16839754,0.0115,0.03199428802786056,0.006975199006575859
2010,415.7524,578.7201,75.9700,42.4447,9.6215,1.7152,0.1277,13.688403952093125,10.188155580910497,0.11891708,0.0020,0.11407922,0.01856732,0.00408874,0.13893700,0.0097,0.16501435,0.0109,0.027071527692445328,0.005659542899432101
2011,326.4440,407.6900,51.6391,42.6556,9.7542,1.3781,0.1066,13.749810319481513,9.87063810312169,0.10982743,0.0014,0.11049122,0.01846887,0.00400352,0.13617763,0.0084,0.15221919,0.0112,0.026359776063223688,0.004238705753681991
2012,267.7260,364.9997,45.4735,45.5184,9.5682,1.1024,0.0871,14.66178001215241,11.397127111820865,0.11252287,0.0010,0.10585045,0.01631512,0.00316961,0.13664663,0.0068,0.16174954,0.0083,0.021373937887914182,0.003703481093098559
2013,273.9786,339.3683,42.2725,43.8621,9.5345,1.1287,0.0944,13.962604298258636,11.183569251119678,0.11075201,0.0015,0.10519004,0.01769518,0.00339085,0.13342896,0.0076,0.14546925,0.0103,0.022271372150518953,0.003345693701346515
2014,239.2030,295.3034,36.5238,46.8636,9.9557,1.0060,0.0854,13.642066241888164,9.32282781116852,0.10242346,0.0013,0.10076435,0.01654230,0.00297200,0.13752167,0.0065,0.14483487,0.0077,0.018286275087309505,0.002981105755654009
2015,254.2531,314.7440,38.7979,51.5105,9.9312,1.0595,0.0873,13.92742729069028,9.954499699435443,0.11671185,0.0012,0.11662312,0.01772710,0.00308268,0.13871363,0.0069,0.14642491,0.0099,0.01897961996121595,0.0032123656438353197
2016,240.9139,276.0073,33.4083,53.7995,9.7009,0.9929,0.0834,13.110785493059828,10.710787740738951,0.12649209,0.0012,0.10376256,0.01712694,0.00294416,0.13779465,0.0068,0.14407965,0.0097,0.016717967848566054,0.0031349377988333336
2017,254.6491,278.5877,34.0578,49.1064,9.5858,1.0614,0.0891,12.880799381155192,9.740884163322104,0.12071119,0.0012,0.10599910,0.01865245,0.00297708,0.13696157,0.0068,0.15373151,0.0103,0.01658656205382563,0.003989998335862471
2018,247.2851,261.7406,31.8350,53.6196,9.3616,1.0269,0.0912,12.511798018584653,9.65753877484368,0.12006778,0.0011,0.10946811,0.02183130,0.00278064,0.13897942,0.0069,0.15145335,0.0087,0.016205612162658766,0.003793712305037312
2019,261.0522,243.4526,29.1242,53.8102,9.6090,1.0967,0.0837,12.066876602826367,9.744856434444625,0.12413522,0.0013,0.09927432,0.02007478,0.00296967,0.13421711,0.0061,0.15488577,0.0109,0.01586376140678924,0.0028671996859987873
2020,229.6726,208.5863,24.5810,53.9463,9.4520,0.9495,0.0699,12.859506087085485,10.117011939705616,0.12156708,0.0013,0.10307942,0.01863244,0.00236877,0.13591834,0.0048,0.13571046,0.0062,0.012898703083437166,0.0020019838034682114
